一,イチ; イッ; ひと,one,3
熱心な,ねしんな,eager; enthusiastic
良心,りょうしん,conscience
決心する,けっしんする,to make up one's mind
心理学,しんりがく,psychology
関心,かんしん,interest
感心する,かんしんする,to be impressed
笑,わら；え；ショウ,to laugh,20
笑う,わらう,to laugh
微笑む,ほほえむ,to smile
笑顔,えがお,a smiling face
絶,ゼッ；た；ゼツ,to discontinue,20
絶対に,ぜったいに,definitely
絶えず,たえず,constantly
対,タイ；ツイ,opposite,20
絶対に,ぜったいに,definitely
対談,たいだん,a face-to-face talk
対比する,たいひする,to contrast
〜に対して,〜にたいして,against ~
反対する,はんたいする,to oppose
対応,たいおう,correspondence
２対３,２たい３,2 to 3
痛,いた；ツウ,pain,20
痛い,いたい,painful
頭痛,ずつう,headache
最,サイ；もっと,utmost,20
最悪,さいあく,the worst
最高,さいこう,the best
最後に,さいごに,lastly
最初,さいしょ,first
最良,さいりょう,the best
続,つづ；ゾク,to continue,20
続く,つづく,to continue
続ける,つづける,to continue (something)
連続する,れんぞくする,to continue
相続する,そうぞくする,to inherit
信,シン,to trust; to believe in,21
信じる,しんじる,to believe
信号,しんごう,a traffic light
返信する,へんしんする,to reply (by letter)
信用する,しんようする,to trust
通信,つうしん,correspondence
通信機関,つうしんきかん,communications or media organization
自信,じしん,self-confidence
経,ケイ,to pass through,21
経験,けいけん,experience
経済学,けいざいがく,economics
経営する,けいえいする,to run an enterprise
経由,けいゆ,via; by way of
台,タイ；ダイ,stand,21
台所,だいどころ,kitchen
台風,たいふう,typoon
二台,にだい,two vechicles/machines/etc.
寝台車,しんだいしゃ,sleeping car
台所,だいどころ,kitchen
台,だい,a table; a platform
台地,だいち,a plateau
風,フウ；かぜ,wind,21
台風,たいふう,typoon
風,かぜ,wind
涼風,りょうふう,a cool breeze
北風,きたかぜ,a north wind
和風,わふう,Japanese style
犬,いぬ；ケン,dog,21
犬,いぬ,dog
初,はじ；ショ；はつ,first,21
初めは,はじめは,at first
初めて,はじめて,first time
最初,さいしょ,first
初夏,しょか,early summer
初歩,しょほ,the first steps
若,わか,young,21
若い,わかい,young
送,おく；ソウ,to send,21
送る,おくる,to send; to drop someone off
見送る,みおくる,to see someone off
送別会,そうべつかい,a farewell party
送料,そうりょう,postage
運送,うんそう,conveyance
放送局,ほうそうきょく,a broadcasting station
幸,しあわ；コウ；さいわ,happiness,21
幸せ,しあわせ,happy
幸い,さいわい,fortunately
計,ケイ；はか,to measure,21
時計,とけい,watch
計画,けいかく,plan
体温計,たいおんけい,medical thermometer
合計,ごうけい,a total
目覚まし時計,めざましどけい,an alarm clock
置き時計,おきどけい,a table clock
遅,おく；おそ；チ,late,21
遅れる,おくれる,to be late
遅い,おそい,late
配,パイ；くば；ハイ,to deliver,21
心配する,しんぱいする,to worry
心配な,しんぱいな,worried about
配る,くばる,to deliver
配達する,はいたつする,to deliver
弟,おとうと；ダイ；デ,young brother,21
弟,おとうと,younger brother
兄弟,きょうだい,brothers; siblings
妹,いもうと；マイ,young sister,21
妹,いもうと,younger sister
重,かさ；シュウ；チョウ,heavy; to pile up,21
記,キ,to write down,22
日記,にっき,diary
記号,きごう,a sign; a symbol
記事,きじ,an article
記入する,きにゅうする,to fill in
記者,きしゃ,a reporter
記念,きねん,memory; commemoration
銀,ギン,silver,22
銀,ぎん,silver
銀座,ぎんざ,Ginza
銀行,ぎんこう,bank
回,カイ；まわ,...times; to turn,22
回転寿し,かいてんずし,rotating sushi
一回,いっかい,one time
回転する,かいてんする,to rotate
次回,じかい,next time
夕,ゆう,evening,22
夕方,ゆうがた,evening
夕食,ゆうしょく,dinner
黒,くろ；コク,black,22
黒木さん,くろきさん,Mr./Ms. Kuroki
黒い,くろい,black
黒,くろ,black color
黒板,こくばん,blackboard
黒字,くろじ,a profit; surplus
用,ヨウ,task; to use,22
使用中,しようちゅう,"Occupied"
用事,ようじ,business; an engagement; a thing to take care of
用紙,ようし,blank form
利用する,りようする,to use
使用する,しようする,to use
借用書,しゃくようしょ,an IOU
活用形,かつようけい,conjugation form
急用,きゅうよう,urgent business
信用する,しんようする,to trust
引用する,いんようする,to quote; to cite
用具,ようぐ,a tool
用意する,よういする,to prepare
服用する,ふくようする,to take (medicine)
用いる,もちいる,to use; to make use of
薬を服用,くすりをふくよう,to take medicine
女性用,じょせいよう,for ladies
実用的な,じつようてきな,practical
守,ス；まも；シュ,to keep; to protect,22
留守,るす,absence from home
留守番電話,るすばんでんわ,answering machine
お守り,おまもり,charm
末,マツ；まえ,the end of,22
週末,しゅうまつ,weekend
待,ま；まち；タイ,to wait,22
待つ,まつ,to wait
招待,しょうたい,invitation
期待する,きたいする,to expect
残,ザン；この,to remain,22
残業,ざんぎょう,over-time work
残す,のこす,to leave
残念,ざんねん,regrettable
残る,のこる,to remain
残高,ざんだか,balance; remainder
番,バン,order; number,22
留守番電話,るすばんでんわ,answering machine
一番,いちばん,the first
番号,ばんごう,number
電話番号,でんわばんごう,a telephone number
番組,ばんぐみ,a program
一番,いちばん,the most; number 1
交番,こうばん,police box
番地,ばんち,lot number (as part of an address)
当番,とうばん,duty
駅,エキ,station,22
駅,えき,station
東京駅,とうきょうえき,Tokyo Station
駅員,えきいん,station attendant
説,セツ；セッ,theory; to explain,22
説明,せつめい,explanation
説明する,せつめいする,to explain
小説,しょうせつ,novel
説教する,せっきょうする,to preach
伝説,でんせつ,a legend
説得する,せっとくする,to persuade
案,アン,idea; proposal,22
案内する,あんないする,to guide
案内所,あんないしょ,information desk
案,あん,an idea; a proposal
名案,めいあん,a good idea
提案,ていあん,to propose
内,ナイ,inside; inner,22
案内する,あんないする,to guide
案内所,あんないしょ,information desk
家内,かない,my wife
忘,わす；ボウ,to forget,22
忘れる,わすれる,to forget
忘年会,ぼうねんかい,a year-end party
忘れ物,わすれもの,a thing left behind
顔,かお；がお；ガン,face,23
顔,かお,face
笑顔,えがお,a smiling face
顔色,かおいろ,complexion
洗顔する,せんがんする,to wash one's face
顔面,がんめん,the face
情,ジョウ；なさ,emotion; condition,23
表情,ひょうじょう,facial expression
感情,かんじょう,emotion
同情する,どうじょうする,to sympathize
情報,じょうほう,information
情けない,なさけない,miserable
愛情,あいじょう,love; affection
怒,おこ；いか；ド,to get angry,23
怒る,おこる,to get angry
変,ヘン；か,change; abnormal,23
変な,へんな,strange
大変な,たいへんな,tough
変化,へんか,change
変わる,かわる,to change
変える,かえる,to change (something)
変化する,へんかする,to change; to vary
大変,たいへん,very; much
相,あい；ショウ；ソウ,mutual,23
相手,あいて,partner
相談する,そうだんする,to consult
首相,しゅしょう,a Prime Minister
相続する,そうぞくする,to inherit
横,よこ；オウ,sideways,23
横,よこ,side
横浜,よこはま,Yokohama
横断,おうだん,crossing
横転する,おうてんする,to turn over
比,くら；ヒ,to compare,23
比べる,くらべる,to compare
対比する,たいひする,to contrast
比重,ひじゅう,specific gravity
比例する,ひれいする,to be proportional
比較する,ひかくする,to compare
化,カ；ば；ケ,to change into,23
変化,へんか,change
文化,ぶんか,culture
化石,かせき,a fossil
悪化する,あっかする,to change for the worse
変化する,へんかする,to change; to vary
違,ちが；イ,to differ,23
違う,ちがう,different
間違える,まちがえる,to make a mistake
間違い,まちがい,a mistake
違い,ちがい,a difference
違反,いはん,violation
悲,かな；ヒ,sad,23
悲しい,かなしい,sad
悲しむ,かなしむ,to feel sad
悲劇,ひげき,a tragedy
調,チョウ；しら,to investigate,23
調査,ちょうさ,survey; research
調べる,しらべる,to look into
調査する,ちょうさする,to investigate
調子,ちょうし,condition; tone
調和,ちょうわ,harmony
査,サ,to inspect,23
調査,ちょうさ,survey; research
調査する,ちょうさする,to investigate
果,カ；は,fruit; result,23
結果,けっか,result
果物,くだもの,fruit
効果,こうか,an effect
成果,せいか,an outcome
効果,こうか,an effect
感,カン,to sense; to feel,23
感情,かんじょう,emotion
感動する,かんどうする,to be moved
感覚,かんかく,a sense
感心する,かんしんする,to be impressed
感謝する,かんしゃする,to thank
答,こた；こたえ；トウ,answer,23
答える,こたえる,to answer
答え,こたえ,answer
正答,せいとう,a correct answer
